STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,4/22/2023,8.05,0.45,72,53,1,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,4/23/2023,8.5,0,64,42,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,4/24/2023,7.61,0,61,41,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,4/25/2023,6.04,0,60,40,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,4/26/2023,5.59,0.02,69,38,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,4/27/2023,5.82,0,72,46,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,4/28/2023,11.86,1.41,58,52,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,4/29/2023,5.37,0.03,67,51,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,4/30/2023,7.61,1.03,65,52,1,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/1/2023,10.51,0,61,46,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/2/2023,6.71,0.04,57,45,1,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/3/2023,10.07,0,56,45,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/4/2023,8.05,0.05,64,44,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/5/2023,4.47,0,71,39,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/6/2023,2.24,0,75,43,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/7/2023,3.13,0.43,74,49,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/8/2023,5.82,0,84,55,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/9/2023,5.59,0.14,68,49,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/10/2023,3.8,0,71,44,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/11/2023,2.01,0,81,45,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/12/2023,2.91,0,87,53,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/13/2023,5.37,0.09,73,60,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/14/2023,6.71,0,79,54,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/15/2023,6.71,0,75,54,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/16/2023,4.47,0,80,54,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/17/2023,9.4,0,75,53,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/18/2023,6.71,0,70,46,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/19/2023,5.59,0,77,47,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/20/2023,4.7,0.29,82,51,1,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/21/2023,9.17,0,79,51,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/22/2023,3.8,0,81,50,1,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/23/2023,3.8,0,75,53,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/24/2023,4.03,0,82,49,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/25/2023,9.62,0,73,48,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/26/2023,4.03,0,76,43,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/27/2023,4.25,0,78,45,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/28/2023,7.16,0,74,53,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/29/2023,6.71,0.38,78,62,1,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/30/2023,6.93,0.06,78,59,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,5/31/2023,3.13,0,80,48,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/1/2023,2.68,0,86,50,1,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/2/2023,3.36,0,93,55,0,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/3/2023,9.62,0,86,62,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/4/2023,5.14,0,77,54,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/5/2023,6.71,0,80,53,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/6/2023,8.05,0,83,50,0,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/7/2023,4.7,0,79,54,0,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/8/2023,7.61,0,79,56,0,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/9/2023,6.49,0,75,50,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/10/2023,5.59,0,86,50,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/11/2023,6.26,0,90,55,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/12/2023,8.72,0.09,78,58,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/13/2023,4.7,0,81,52,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/14/2023,9.4,0.03,82,60,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/15/2023,2.91,0,84,51,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/16/2023,6.26,0.13,82,55,0,0,1,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/17/2023,11.18,0,84,59,0,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/18/2023,4.25,0,87,54,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/19/2023,5.14,0.03,90,56,1,0,1,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/20/2023,9.4,0,84,69,1,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/21/2023,11.41,0.64,69,59,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/22/2023,9.17,0.2,66,59,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/23/2023,4.7,0.26,79,65,1,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/24/2023,5.37,0.23,86,69,1,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/25/2023,5.59,0,90,65,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/26/2023,8.28,0,90,72,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/27/2023,6.71,0.35,86,68,1,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/28/2023,9.17,0,81,64,0,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/29/2023,3.58,0,86,57,1,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,6/30/2023,5.82,0.34,89,67,1,0,1,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/1/2023,4.7,0.22,88,70,1,0,1,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/2/2023,6.04,0,93,72,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/3/2023,4.92,0.77,93,70,1,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/4/2023,5.82,0,92,69,1,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/5/2023,3.58,0,91,69,1,0,1,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/6/2023,2.91,0.05,90,71,0,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/7/2023,2.91,0.08,94,71,1,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/8/2023,4.7,0,94,74,0,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/9/2023,5.59,0.71,87,70,1,0,1,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/10/2023,6.71,0,88,69,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/11/2023,3.8,0,91,65,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/12/2023,3.13,0,93,65,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/13/2023,9.62,0,96,72,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/14/2023,3.58,0.67,93,69,0,0,1,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/15/2023,5.14,0.8,91,69,1,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/16/2023,3.8,0.14,92,71,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/17/2023,3.8,0,90,68,0,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/18/2023,4.25,0,89,66,0,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/19/2023,3.13,0.96,90,70,1,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/20/2023,4.7,0,90,68,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/21/2023,7.61,0.24,88,67,1,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/22/2023,4.92,0,86,66,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/23/2023,3.8,0,89,61,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/24/2023,7.16,0,87,73,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/25/2023,3.36,0,93,69,1,0,1,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/26/2023,4.47,0,92,65,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/27/2023,7.83,0.07,98,72,0,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/28/2023,3.13,0.04,98,72,1,0,1,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/29/2023,8.28,0.25,98,72,0,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/30/2023,6.93,0,88,70,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,7/31/2023,6.71,0.09,85,63,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/1/2023,4.92,0,82,60,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/2/2023,4.03,0,84,60,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/3/2023,8.95,0.06,80,65,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/4/2023,4.03,0.04,83,66,1,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/5/2023,4.47,0,87,67,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/6/2023,6.49,0.16,92,67,1,0,1,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/7/2023,8.95,0.93,92,69,1,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/8/2023,10.74,0,86,69,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/9/2023,5.82,0,89,64,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/10/2023,6.49,0.05,85,71,1,0,1,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/11/2023,4.47,0,89,64,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/12/2023,4.7,0,93,66,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/13/2023,6.71,0,93,69,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/14/2023,5.37,0.13,92,66,0,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/15/2023,4.25,0.47,93,72,1,0,1,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/16/2023,5.37,0,87,67,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/17/2023,6.71,0,91,65,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/18/2023,10.96,0,86,68,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/19/2023,4.47,0,86,54,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/20/2023,3.13,0,91,56,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/21/2023,3.13,0,94,64,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/22/2023,10.29,0,86,65,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/23/2023,4.92,0,86,56,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/24/2023,7.16,0,85,68,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/25/2023,5.14,0,97,73,0,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/26/2023,7.38,0,94,74,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/27/2023,4.92,0,91,73,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/28/2023,6.26,0,81,73,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/29/2023,3.8,0.01,82,72,1,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/30/2023,11.41,0,89,70,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,8/31/2023,12.75,0,84,66,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/1/2023,4.92,0,83,56,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/2/2023,6.04,0,90,54,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/3/2023,5.82,0,99,64,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/4/2023,6.49,0,99,70,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/5/2023,6.93,0,99,74,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/6/2023,3.58,0,100,69,0,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/7/2023,4.03,0.04,97,71,1,0,1,0,1,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/8/2023,5.82,0.39,94,67,0,0,1,0,1,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/9/2023,3.58,0.81,90,68,1,0,1,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/10/2023,2.68,0,84,67,1,0,0,0,0,0,1,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/11/2023,5.82,1.45,88,69,1,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/12/2023,4.25,0.81,91,65,1,0,1,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/13/2023,6.04,0,84,69,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/14/2023,9.4,0,80,62,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/15/2023,9.84,0,78,54,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/16/2023,4.03,0,84,49,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/17/2023,4.03,0.11,74,54,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/18/2023,10.29,0,79,61,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/19/2023,7.61,0,77,54,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/20/2023,1.79,0,80,49,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/21/2023,4.47,0,81,54,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/22/2023,10.29,0.07,74,57,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/23/2023,15.21,1.51,62,57,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/24/2023,6.71,1.29,71,61,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/25/2023,8.05,0.02,71,60,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/26/2023,7.38,0.11,61,58,1,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/27/2023,6.26,0,72,54,0,0,0,0,0,0,0,0
USW00093738,"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US",38.93485,-77.44728,89.5,9/28/2023,5.14,0.03,72,51,1,0,0,0,0,0,0,0
