"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WDFG","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-14",,,,,"0.75","4.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-15",,,,,"0.25","3.0","7.0",,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-21",,,,,"0.10",,,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-23",,,,,"0.25",,,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-24",,,,,"0.20",,,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1NMTR0033","EDGEWOOD 1.8 SSE, NM US","35.036867","-106.178565","2040.0","2023-12-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-01",,,,,"0.00",,,,"59","33",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-02",,,,,"0.00",,,,"72","35",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-03",,,,,"0.00",,,,"68","33",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-04",,,,,"0.00",,,,"50","24",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-05",,,,,"0.00",,,,"54","20",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-06",,,,,"0.00",,,,"57","23",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-07",,,,,"0.00",,,,"65","31",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-08",,,,,"0.00",,,,"52","19",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-09",,,,,"0.00",,,,"60","19",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-10",,,,,"0.00",,,,"67","25",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-11",,,,,"0.00",,,,"72","33",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-12",,,,,"0.00",,,,"64","35",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-13",,,,,"0.00",,,,"52","18",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-14",,,,,"0.00",,,,"55","18",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-15",,,,,"0.00",,,,"62","36",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-16",,,,,"0.00",,,,"62","47",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-17",,,,,"0.00",,,,"65","29",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-18",,,,,"0.07",,,,"62","32",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-19",,,,,"0.00",,,,"62","30",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-20",,,,,"0.00",,,,"54","19","19",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-21",,,,,"0.00",,,,"56","19","40",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-22",,,,,"0.00",,,,"57","33","33",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-23",,,,,"0.00",,,,"46","14","14",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-24",,,,,"0.00",,,,"52","14","33",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-25",,,,,"0.39","0.5",,,"33","31","31",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-26",,,,,"0.00",,,,"43","23","26",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-27",,,,,"0.00",,,,"48","26","32",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-28",,,,,"0.00",,,,"57","32","40",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-29",,,,,"0.00",,,,"62","18",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-30",,,,,"0.00",,,,"20","14","14",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-01-31",,,,,"0.00",,,,"22","14","14",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-01",,,,,"0.00",,,,"25","11","16",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-02",,,,,"0.00",,,,"35","16","25",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-03",,,,,"0.00",,,,"50","18","18",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-04",,,,,"0.00",,,,"52","18","41",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-05",,,,,"0.00",,,,"62","22","25",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-06",,,,,"0.00",,,,"62","25","49",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-07",,,,,"0.22",,,,"71","40",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-08",,,,,"0.02",,,,"49","36","38",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-09",,,,,"0.00",,,,"45","27",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-10",,,,,"0.00",,,,"51","27",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-11",,,,,"0.00",,,,"44","13",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-12",,,,,"0.00",,,,"55","13",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-13",,,,,"0.00",,,,"69","30","30",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-14",,,,,"0.15",,,,"62","30","45",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-15",,,,,"0.00",,,,"63","35","36",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-16",,,,,"0.00",,,,"52","21","21",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-17",,,,,"0.00",,,,"37","11","11",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-18",,,,,"0.00",,,,"53","11",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-19",,,,,"0.00",,,,"49","34",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-20",,,,,"0.00",,,,"73","38","38",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-21",,,,,"0.00",,,,"67","36","38",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-22",,,,,"0.06",,,,"73","38","57",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-23",,,,,"0.00",,,,"72","16","16",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-24",,,,,"0.00",,,,"34","16",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-25",,,,,"0.00",,,,"26","19",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-26",,,,,"0.00",,,,"45","26",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-27",,,,,"0.19",,,,"67","43","43",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-02-28",,,,,"0.00",,,,"75","32","42",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-01",,,,,"0.00","0.0","0.0",,"77","41","45",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-02",,,,,"0.00","0.0","0.0",,"58","37","37",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-03",,,,,"0.00","0.0","0.0",,"50","37",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-04",,,,,"0.00","0.0","0.0",,"64","35",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-05",,,,,"0.00","0.0","0.0",,"62","31",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-06",,,,,"0.00","0.0","0.0",,"78","45","46",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-07",,,,,"0.00","0.0","0.0",,"65","40",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-08",,,,,"0.00","0.0","0.0",,"42","38","39",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-09",,,,,"0.00","0.0","0.0",,"54","39","43",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-10",,,,,"0.00","0.0","0.0",,"53","28","31",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-11",,,,,"0.00","0.0","0.0",,"59","31","54",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-12",,,,,"0.00","0.0","0.0",,"59","31","39",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-13",,,,,"0.00","0.0","0.0",,"49","28",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-14",,,,,"0.00","0.0","0.0",,"42","23",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-15",,,,,"0.00","0.0","0.0",,"54","24",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-16",,,,,"0.00","0.0","0.0",,"67","42","60",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-17",,,,,"0.12","0.0","0.0",,"65","28",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-18",,,,,"0.00","0.0","0.0",,"53","22","25",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-19",,,,,"0.00","0.0","0.0",,"48","10","11",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-20",,,,,"0.00","0.0","0.0",,"52","11","36",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-21",,,,,"0.00","0.0","0.0",,"57","36","47",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-22",,,,,"0.00","0.0","0.0",,"76","47","59",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-23",,,,,"0.00","0.0","0.0",,"80","53","53",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-24",,,,,"0.00","0.0","0.0",,"61","41","42",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-25",,,,,"0.06","0.0","0.0",,"63","30","31",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-26",,,,,"0.00","0.0","0.0",,"71","28",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-27",,,,,"0.00","0.0","0.0",,"57","29","29",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-28",,,,,"0.00","0.0","0.0",,"61","29","34",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-29",,,,,"0.00","0.0","0.0",,"53","27","27",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-30",,,,,"0.00","0.0","0.0",,"68","27","54",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-03-31",,,,,"0.00","0.0","0.0",,"68","54","63",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-01",,,,,"0.00","0.0","0.0",,"74","39","39",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-02",,,,,"0.00","0.0","0.0",,"68","37",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-03",,,,,"0.00","0.0","0.0",,"81","51","54",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-04",,,,,"0.00","0.0","0.0",,"91","54","65",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-05",,,,,"0.00","0.0","0.0",,"88","33","33",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-06",,,,,"0.00","0.0","0.0",,"57","26","27",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-07",,,,,"0.00","0.0","0.0",,"63","25","26",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-08",,,,,"0.00","0.0","0.0",,"71","26","28",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-09",,,,,"0.00","0.0","0.0",,"76","28","40",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-10",,,,,"0.00","0.0","0.0",,"77","40","50",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-11",,,,,"0.34","0.0","0.0",,"81","50","52",,,,,,,,,,,"    1",,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-12",,,,,"0.00","0.0","0.0",,"78","52","52",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-13",,,,,"0.00","0.0","0.0",,"79","51","54",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-14",,,,,"0.00","0.0","0.0",,"82","54","60",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-15",,,,,"0.00","0.0","0.0",,"83","49",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-16",,,,,"0.00","0.0","0.0",,"64","34",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-17",,,,,"0.00","0.0","0.0",,"71","32","34",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-18",,,,,"0.00","0.0","0.0",,"81","34","55",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-19",,,,,"0.00","0.0","0.0",,"82","55","63",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-20",,,,,"0.00","0.0","0.0",,"91","52","52",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-21",,,,,"0.00","0.0","0.0",,"73","35","44",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-22",,,,,"0.00","0.0","0.0",,"73","44","44",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-23",,,,,"0.00","0.0","0.0",,"50","30","32",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-24",,,,,"0.00","0.0","0.0",,"66","32","36",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-25",,,,,"0.00","0.0","0.0",,"63","36","49",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-26",,,,,"1.21","0.0","0.0",,"49","47","49",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-27",,,,,"0.46","0.0","0.0",,"53","48","48",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-28",,,,,"0.00","0.0","0.0",,"61","42",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-29",,,,,"0.22","0.0","0.0",,"54","42",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-04-30",,,,,"0.00","0.0","0.0",,"76","42",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-01",,,,,"0.00","0.0","0.0",,"68","36",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-02",,,,,"0.00","0.0","0.0",,"72","40",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-03",,,,,"0.00","0.0","0.0",,"75","43",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-04",,,,,"0.20","0.0","0.0",,"72","49",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-05",,,,,"0.00","0.0","0.0",,"71","56",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-06",,,,,"0.00","0.0","0.0",,"91","63","65",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-07",,,,,"0.00","0.0","0.0",,"95","62",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-08",,,,,"0.01","0.0","0.0",,"89","63",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-09",,,,,"0.00","0.0","0.0",,"91","65",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-10",,,,,"0.00","0.0","0.0",,"91","65",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-11",,,,,"0.00","0.0","0.0",,"86","61","65",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-12",,,,,"0.00","0.0","0.0",,"83","65",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-13",,,,,"0.09","0.0","0.0",,"93","63",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-14",,,,,"0.11","0.0","0.0",,"77","63",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-15",,,,,"0.27","0.0","0.0",,"73","62","62",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-16",,,,,"0.11","0.0","0.0",,"69","60","60",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-17",,,,,"0.00","0.0","0.0",,"75","51","53",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-18",,,,,"0.45","0.0","0.0",,"80","53","62",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-19",,,,,"0.48","0.0","0.0",,"77","62",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-20",,,,,"0.03","0.0","0.0",,"74","49",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-21",,,,,"0.00","0.0","0.0",,"73","47",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-22",,,,,"0.00","0.0","0.0",,"78","53",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-23",,,,,"0.00","0.0","0.0",,"77","51",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-24",,,,,"0.10","0.0","0.0",,"77","60",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-25",,,,,"0.00","0.0","0.0",,"84","62",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-26",,,,,"0.66","0.0","0.0",,"73","60",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-27",,,,,"0.01","0.0","0.0",,"81","57",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-28",,,,,"0.00","0.0","0.0",,"82","62",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-29",,,,,"0.19","0.0","0.0",,"77","62",,,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-30",,,,,"0.00","0.0","0.0",,"85","61","64",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-05-31",,,,,"0.00","0.0","0.0",,"90","62","67",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-06-01",,,,,"0.00","0.0","0.0",,"88","66","69",,,,,,,,,,,,,,,
"USC00349364","WATONGA, OK US","35.8578","-98.4139","466.3","2023-06-02",,,,,"0.02","0.0","0.0",,"87","62",,,,,,,,,,,,,,,,
